"","U2OS","MCF7","GAMG","LN229","SF295","HEC108","HEC151","HEC251","HEC265","HEC59","HEC6","ISHIKAWAHERAKLIO02ER","JHUEM2","KLE","MFE319","SNGM","AMO1","BL70","EJM","GDM1","HT","KMS11","KU812","LP1","MC116","MOLM16","NOMO1","NUDUL1","OCIAML3","OCILY10","P3HR1","PL21","RPMI8226","SKM1","SUDHL4","SUDHL5","THP1","U937","WSUDLCL2","RCC10RGB","VMRCRCW","C2BBE1","CL34","CL40","COLO205","COLO320","COLO678","CW2","DLD1","GP2D","HCT116","HCT8","HT115","HT29","HT55","KM12","LOVO","LS123","LS180","LS411N","LS513","MDST8","NCIH508","RCM1","RKO","SKCO1","SNU1040","SNU175","SNU61","SNU81","SNUC2A","SNUC4","SNUC5","SW403","SW48","SW480","SW620","SW948","HEPG2","JHH6","SNU398","SNU449","A549","BEN","CAL12T","CALU3","CALU6","CHAGOK1","COLO668","COLO699","CORL23","CORL279","CORL51","CORL88","DMS273","DV90","EBC1","EPLC272H","HARA","HCC1195","HCC1359","HCC15","HCC1833","HCC2108","HCC2935","HCC33","HCC4006","HCC44","HCC78","HCC827","KNS62","LC1SQSF","LCLC103H","LCLC97TM1","LU65","LU99","LXF289","NCIH1048","NCIH1105","NCIH1299","NCIH1355","NCIH1373","NCIH1435","NCIH1437","NCIH1568","NCIH1573","NCIH1666","NCIH1694","NCIH1755","NCIH1781","NCIH1792","NCIH1793","NCIH1836","NCIH1876","NCIH1915","NCIH1930","NCIH1944","NCIH1963","NCIH1975","NCIH2009","NCIH2023","NCIH2029","NCIH2030","NCIH2073","NCIH2081","NCIH2110","NCIH2122","NCIH2126","NCIH2141","NCIH2172","NCIH2286","NCIH23","NCIH2342","NCIH2405","NCIH3255","NCIH358","NCIH441","NCIH460","NCIH522","NCIH596","NCIH650","NCIH661","NCIH727","NCIH810","NCIH82","NCIH841","RERFLCKJ","SCLC21H","SHP77","SKLU1","SQ1","T3M10","VMRCLCD","KYSE140","KYSE410","KYSE450","A2780","CAOV3","COV318","COV362","COV434","COV644","EFO21","EFO27","HEYA8","IGROV1","JHOC5","JHOM1","JHOS4","OAW42","OV7","OV90","OVCAR4","OVCAR8","OVK18","OVKATE","OVMANA","RKN","RMGI","RMUGS","SKOV3","SNU840","TYKNU","CAPAN2","CFPAC1","HPAC","HUPT4","KP3","PANC0327","PANC1005","PATU8902","QGP1","SUIT2","MSTO211H","NCIH2052","NCIH28","PC3","A375","COLO741","G361","HS852T","HS936T","HS944T","SKMEL1","SKMEL28","SKMEL5","G401","HT1080","AGS","FU97","KE97","MKN7","MKN74","NUGC4","SH10TC","HSC2","SCC9","5637","HT1376","KMBC2","RT4","UMUC3"
"lonidamine",NA,6.2833,NA,5.8404,NA,NA,5.5932,NA,NA,NA,NA,NA,5.5875,NA,NA,NA,6.4643,NA,6.6595,5.4708,NA,5.6028,NA,6.0576,NA,6.1225,6.4738,8.4514,6.8203,6.1532,NA,5.8739,5.6693,4.3985,6.1648,6.8515,6.9523,6.2427,5.4625,6.9381,NA,NA,6.9975,6.9559,NA,5.8452,5.7578,6.3154,NA,NA,5.9561,6.5007,6.8753,6.5781,6.5689,6.6381,6.4073,5.966,6.4961,NA,NA,6.6434,6.8397,6.6148,6.9079,NA,6.3586,6.7818,6.8077,5.8113,NA,6.2849,6.498,NA,NA,4.908,5.8473,7.0129,7.32,NA,6.0883,NA,NA,NA,6.4384,NA,NA,NA,NA,6.8982,7.4853,NA,6.7673,NA,NA,NA,NA,NA,NA,5.2394,7.9746,6.2779,6.6887,5.9295,6.4626,NA,6.0257,NA,NA,6.6726,NA,NA,NA,NA,NA,NA,NA,NA,4.8326,NA,NA,NA,NA,NA,NA,NA,NA,5.642,6.4937,6.1358,NA,NA,5.8185,5.2498,NA,NA,NA,5.3752,NA,NA,5.6494,NA,6.394,6.264,5.5233,6.5027,5.9791,NA,6.4926,6.0479,NA,NA,5.4569,NA,7.2989,NA,6.1967,6.2892,NA,6.2851,NA,NA,NA,NA,NA,5.9173,NA,6.6634,NA,5.517,6.8601,6.4045,NA,NA,NA,NA,6.1321,6.5356,NA,6.198,5.8945,6.9064,NA,6.9296,NA,6.0555,5.6171,5.8815,NA,6.7109,6.3814,5.7353,5.4124,5.5246,5.977,6.062,NA,6.3188,6.1057,5.1816,NA,5.6759,5.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3121,NA,NA,NA,NA,NA,6.607,7.6433,6.3657,NA,6.1149,8.231,NA,NA,NA,NA,NA,NA,NA,7.1618,NA,NA,NA,NA,NA
"ML214",NA,3.679,NA,5.5809,NA,NA,NA,NA,NA,NA,NA,NA,3.4663,NA,NA,NA,NA,NA,2.9655,1.7126,NA,NA,NA,NA,NA,3.4507,1.0663,0.8608,1.3781,NA,NA,0.99276,2.3783,1.8066,3.3775,1.6337,1.4624,2.1181,2.1277,NA,NA,NA,3.7392,2.9393,NA,3.8801,2.3252,2.4676,NA,NA,3.2019,4.389,3.6329,5.1682,3.2259,3.1592,3.5929,3.7355,NA,NA,NA,5.1049,3.3763,3.8314,2.1187,NA,6.6498,1.7715,2.6215,1.9734,NA,3.302,2.6737,NA,NA,5.2988,5.0416,2.3362,3.3858,NA,NA,NA,NA,NA,4.9545,NA,NA,NA,NA,3.8323,3.8591,NA,NA,NA,NA,NA,NA,NA,NA,4.1742,3.1658,4.0706,4.036,4.2556,3.2408,NA,3.9677,NA,NA,3.531,NA,NA,NA,NA,NA,NA,NA,NA,2.9434,NA,NA,NA,NA,NA,NA,NA,NA,2.1739,6.3035,3.3193,NA,NA,1.9082,2.5213,NA,NA,NA,NA,NA,NA,6.906,NA,5.9412,5.185,2.6289,5.5952,4.423,NA,NA,6.1954,NA,NA,2.4236,NA,2.8365,NA,3.0325,6.212,NA,3.6925,NA,NA,NA,NA,NA,3.987,NA,NA,NA,4.5273,3.6687,4.0179,NA,NA,NA,NA,NA,3.6644,NA,5.8832,3.2367,2.5947,NA,4.7454,NA,NA,4.1619,3.7665,NA,6.5019,5.3469,3.1945,NA,NA,2.3828,NA,NA,NA,1.7078,3.6617,NA,2.0941,3.5494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3827,NA,NA,NA,NA,NA,3.756,5.9114,4.3226,NA,5.6536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"parthenolide",NA,4.192,NA,5.1807,NA,NA,NA,NA,NA,NA,NA,NA,4.1826,NA,NA,NA,NA,NA,2.8148,1.4724,NA,NA,NA,NA,NA,4.1818,3.0955,0.67868,1.976,NA,NA,1.3305,1.9996,1.5973,2.867,2.1842,2.8106,2.1176,2.1194,3.8496,NA,NA,3.6078,4.4934,NA,2.8638,3.8941,1.8522,NA,NA,2.147,3.9306,4.4071,5.3232,3.4065,2.6765,4.449,3.6993,NA,NA,NA,5.4655,3.4834,4.4571,3.642,NA,6.0289,3.4144,3.7823,2.3938,NA,3.2975,1.7817,NA,NA,5.4622,5.3642,3.3289,4.3534,NA,NA,NA,NA,NA,4.9619,NA,NA,NA,NA,4.2461,2.533,NA,NA,NA,NA,NA,NA,NA,NA,4.5745,3.5758,4.4277,5.1383,4.5301,4.1178,NA,3.3935,NA,NA,4.5532,NA,NA,NA,NA,NA,NA,NA,NA,1.759,NA,NA,NA,NA,NA,NA,NA,NA,1.451,6.5491,3.2978,NA,NA,2.7078,2.1542,NA,NA,NA,NA,NA,NA,6.7747,NA,6.3214,4.9448,2.3817,4.7741,5.313,NA,NA,6.0898,NA,NA,3.4636,NA,2.8525,NA,4.6293,6.8459,NA,3.739,NA,NA,NA,NA,NA,3.903,NA,NA,NA,5.4978,4.2522,5.1833,NA,NA,NA,NA,NA,5.5144,NA,5.4597,3.3328,4.5386,NA,3.0138,NA,NA,3.6004,3.6311,NA,5.5122,5.52,3.7574,NA,NA,2.1014,NA,NA,NA,2.4329,3.3375,NA,3.7972,3.6247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5033,NA,NA,NA,NA,NA,3.5658,5.7439,3.9972,NA,5.8425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6-diazo-5-oxo-L-norleucine",NA,6.9395,NA,6.983,NA,NA,6.8147,NA,NA,NA,NA,NA,6.7529,NA,NA,NA,8.6703,NA,7.3008,6.764,NA,7.3394,NA,7.1659,NA,7.8272,7.0653,9.6138,7.5024,6.4829,NA,6.717,7.0071,6.775,6.8157,7.6492,7.8305,8.7314,7.76,7.2967,NA,NA,6.9714,6.8132,NA,7.7593,7.2381,7.087,NA,NA,6.8986,6.8539,6.9655,6.7117,7.3787,7.0801,6.9906,6.8892,7.3523,NA,NA,7.266,7.0369,7.1478,7.0537,NA,6.9486,6.5166,6.8843,7.0526,NA,7.7668,7.5282,NA,NA,7.0476,7.0859,7.7046,6.857,NA,7.2989,NA,NA,NA,7.3126,NA,NA,NA,NA,6.9951,7.5092,NA,7.5402,NA,NA,NA,NA,NA,NA,7.1049,7.1706,6.6972,7.2809,7.0035,7.3042,NA,6.8479,NA,NA,7.1586,NA,NA,NA,NA,NA,NA,NA,NA,8.8438,NA,NA,NA,NA,NA,NA,NA,NA,7.4124,7.0025,7.0199,NA,NA,7.4133,7.1927,NA,NA,NA,9.1092,NA,NA,6.6298,NA,7.1052,6.9533,7.6027,8.8612,6.9469,NA,7.7132,7.0265,NA,NA,7.2567,NA,8.1996,NA,7.0361,6.7699,NA,7.0586,NA,NA,NA,NA,NA,6.9236,NA,7.3419,NA,7.044,7.1045,6.5406,NA,NA,NA,NA,7.211,7.0112,NA,7.0985,6.3122,7.3097,NA,7.101,NA,6.9189,6.6973,7.0087,NA,6.9051,7.0523,7.1478,6.9553,7.0289,6.4024,7.1082,NA,7.2582,7.048,6.5576,NA,6.7042,6.8904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.944,NA,NA,NA,NA,NA,6.807,6.7656,7.3057,NA,6.9156,8.1775,NA,NA,NA,NA,NA,NA,NA,7.2706,NA,NA,NA,NA,NA
"kahalalide F",NA,0.2716,NA,1.5567,NA,NA,1.8165,NA,NA,NA,NA,NA,6.1194,NA,NA,NA,3.0667,NA,4.9202,5.1819,NA,2.1724,NA,1.5884,NA,4.951,5.3569,7.1707,3.8672,5.8381,NA,5.9642,2.3392,3.1277,4.717,5.2706,3.2201,2.8887,4.8613,NA,NA,NA,0.8053,1.0867,NA,3.3179,0.81927,0.17796,NA,NA,2.2771,2.3568,0.17227,0.42152,0.18133,0.13979,0.49369,2.217,0.096345,NA,NA,3.4189,0.25118,0.24238,4.675,NA,0.12427,0.12303,0.11895,0.16171,NA,0.14953,0.27675,NA,NA,0.076231,0.46384,0.12932,0.11392,NA,1.1437,NA,NA,NA,0.25369,NA,NA,NA,NA,1.9638,3.7576,NA,0.11648,NA,NA,NA,NA,NA,NA,0.089654,3.2334,1.1259,1.3469,2.3728,0.099089,NA,0.061572,NA,NA,0.32286,NA,NA,NA,NA,NA,NA,NA,NA,0.14817,NA,NA,NA,NA,NA,NA,NA,NA,1.6063,2.394,3.8344,NA,NA,0.2289,0.39816,NA,NA,NA,0.4634,NA,NA,2.2158,NA,0.29377,0.24591,0.1352,5.4411,0.092842,NA,0.12556,3.1415,NA,NA,0.065421,NA,0.77585,NA,0.13894,3.6601,NA,2.7288,NA,NA,NA,NA,NA,2.959,NA,0.33977,NA,3.2144,0.3625,2.5703,NA,NA,NA,NA,3.2371,1.8223,NA,1.3671,1.0898,0.27377,NA,2.0685,NA,1.4566,0.77674,1.0493,NA,4.1671,3.7603,0.46936,1.1766,2.1344,1.0527,1.0685,NA,2.8009,0.45579,2.1446,NA,2.2494,4.9386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5421,NA,NA,NA,NA,NA,0.99866,1.8423,1.1217,NA,4.2574,0.38133,NA,NA,NA,NA,NA,NA,NA,4.823,NA,NA,NA,NA,NA
"CI-976",NA,4.2396,NA,4.0604,NA,NA,4.2696,NA,NA,NA,NA,NA,4.9279,NA,NA,NA,5.5064,NA,5.0856,3.802,NA,4.3528,NA,4.9305,NA,6.2377,4.353,5.1581,3.7572,5.8374,NA,4.1456,4.5971,5.0858,6.7592,5.3435,5.1316,5.5178,4.9803,4.5092,NA,NA,5.7434,6.0266,NA,4.6112,5.2838,4.301,NA,NA,6.5422,6.5674,4.8228,6.9835,6.7791,5.3448,6.0725,6.6893,4.9071,NA,NA,6.1351,5.5974,5.8046,6.0346,NA,6.6691,4.7519,4.9881,5.4495,NA,4.9462,4.8357,NA,NA,3.9117,4.5342,5.3425,6.3692,NA,4.9205,NA,NA,NA,5.132,NA,NA,NA,NA,5.3235,6.0686,NA,6.6228,NA,NA,NA,NA,NA,NA,5.9462,5.567,6.4085,4.7968,4.829,5.3671,NA,5.6125,NA,NA,5.7748,NA,NA,NA,NA,NA,NA,NA,NA,3.5622,NA,NA,NA,NA,NA,NA,NA,NA,4.7446,6.2,4.7273,NA,NA,4.1961,4.42,NA,NA,NA,3.7759,NA,NA,4.8614,NA,5.4065,5.5599,4.6081,5.5568,4.6507,NA,4.6279,5.5292,NA,NA,3.6541,NA,4.9303,NA,5.0441,5.8746,NA,5.1314,NA,NA,NA,NA,NA,4.3668,NA,3.7596,NA,5.2134,6.2684,5.1851,NA,NA,NA,NA,5.1942,4.7063,NA,6.1525,3.7483,5.6793,NA,6.9783,NA,5.7091,5.8153,5.5278,NA,6.7276,6.2438,5.1444,4.4777,4.3731,4.7859,4.957,NA,5.5501,4.9312,4.1086,NA,5.2002,5.3288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8387,NA,NA,NA,NA,NA,6.3071,5.9233,5.0196,NA,6.9483,4.3621,NA,NA,NA,NA,NA,NA,NA,5.8761,NA,NA,NA,NA,NA
"BRD9876",NA,4.2745,NA,5.8207,NA,NA,NA,NA,NA,NA,NA,NA,3.6413,NA,NA,NA,NA,NA,5.7058,2.7165,NA,NA,NA,NA,NA,4.646,4.3239,2.3223,2.0633,NA,NA,3.8024,3.1809,1.8574,3.449,2.6955,3.8712,4.2477,0.70232,NA,NA,NA,5.2905,5.5463,NA,4.5029,6.4111,5.2058,NA,NA,4.3386,5.228,5.3057,6.5804,5.2863,3.5468,4.6506,6.2056,NA,NA,NA,6.3077,6.3671,6.0589,5.7958,NA,4.9622,2.3007,4.5408,2.8761,NA,3.6116,3.9138,NA,NA,4.9358,4.7291,3.9015,6.435,NA,NA,NA,NA,NA,4.0399,NA,NA,NA,NA,5.1907,5.1085,NA,NA,NA,NA,NA,NA,NA,NA,5.9058,5.8095,3.3335,5.8599,5.7371,6.0266,NA,3.7226,NA,NA,6.3408,NA,NA,NA,NA,NA,NA,NA,NA,5.4558,NA,NA,NA,NA,NA,NA,NA,NA,4.9263,5.1736,4.948,NA,NA,4.4316,3.7631,NA,NA,NA,NA,NA,NA,6.5301,NA,5.7233,4.2694,4.603,5.7518,3.2899,NA,NA,5.6286,NA,NA,5.9714,NA,4.5691,NA,5.6004,5.466,NA,3.8724,NA,NA,NA,NA,NA,4.4727,NA,NA,NA,6.2245,6.3273,5.587,NA,NA,NA,NA,NA,5.6675,NA,5.5857,5.0402,6.2319,NA,5.9303,NA,NA,5.0477,4.8316,NA,5.2934,6.2353,5.725,NA,NA,3.2618,NA,NA,NA,5.0988,4.0486,NA,4.8342,6.1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5078,NA,NA,NA,NA,NA,5.3399,7.2203,5.183,NA,3.2802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RG-108",NA,6.5012,NA,6.6279,NA,NA,5.7335,NA,NA,NA,NA,NA,6.2853,NA,NA,NA,6.4219,NA,6.6563,6.1271,NA,6.2194,NA,7.7131,NA,6.8995,6.8183,5.0176,5.8082,5.4006,NA,6.9099,6.6559,6.8662,6.5769,6.4432,7.1535,6.9122,6.6998,6.8636,NA,NA,6.8412,6.8994,NA,6.4639,6.9223,6.7866,NA,NA,6.6164,6.8315,7.1083,7.6534,7.3924,6.6604,6.8002,6.6878,6.8678,NA,NA,6.8614,7.2742,7.162,6.6729,NA,6.9666,6.5118,6.5502,6.5885,NA,6.3314,7.0125,NA,NA,6.5863,6.7953,7.0286,6.8087,NA,7.1533,NA,NA,NA,7.2564,NA,NA,NA,NA,6.7415,7.0475,NA,7.4395,NA,NA,NA,NA,NA,NA,6.9792,6.7815,6.4607,6.8959,6.7452,6.8825,NA,6.8737,NA,NA,7.0712,NA,NA,NA,NA,NA,NA,NA,NA,7.4758,NA,NA,NA,NA,NA,NA,NA,NA,6.799,6.806,6.4479,NA,NA,6.3445,6.9911,NA,NA,NA,8.4165,NA,NA,7.0956,NA,6.9191,6.3792,6.5129,6.0098,6.7636,NA,7.3923,6.7858,NA,NA,6.5933,NA,6.1107,NA,6.8336,7.1738,NA,6.6346,NA,NA,NA,NA,NA,6.9336,NA,6.8304,NA,6.3943,7.0316,6.8833,NA,NA,NA,NA,7.2789,6.6923,NA,6.8414,6.8809,6.96,NA,7.0134,NA,6.9599,6.5703,6.2123,NA,7.167,6.6063,6.8391,6.4329,6.5843,6.1397,6.7186,NA,6.9043,6.5144,5.8927,NA,7.0116,6.9487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.634,NA,NA,NA,NA,NA,7.2433,7.1355,6.1314,NA,6.1636,7.2292,NA,NA,NA,NA,NA,NA,NA,6.7755,NA,NA,NA,NA,NA
"ML006",NA,3.0614,NA,6.198,NA,NA,2.8222,NA,NA,NA,NA,NA,4.0163,NA,NA,NA,6.3345,NA,4.8892,2.7451,NA,3.2096,NA,3.2097,NA,4.9861,4.8712,6.4909,3.1121,4.0655,NA,2.6552,3.9218,4.2747,5.6049,3.4325,3.8369,3.4374,3.9055,3.6426,NA,NA,6.0365,5.9341,NA,4.091,5.1808,4.0665,NA,NA,5.6881,5.9435,5.2891,5.3328,6.2733,5.1414,4.5332,5.9519,4.0248,NA,NA,5.9458,5.6019,5.1508,6.543,NA,6.385,4.8824,4.6404,4.3146,NA,4.0788,4.1303,NA,NA,4.6079,5.4644,5.1922,5.4468,NA,3.3802,NA,NA,NA,4.6065,NA,NA,NA,NA,4.2699,6.6919,NA,5.9147,NA,NA,NA,NA,NA,NA,4.6115,6.3433,5.9075,3.6464,4.2055,4.5673,NA,4.5724,NA,NA,5.0352,NA,NA,NA,NA,NA,NA,NA,NA,4.6441,NA,NA,NA,NA,NA,NA,NA,NA,5.1398,5.4395,5.5324,NA,NA,5.1573,4.9233,NA,NA,NA,5.4839,NA,NA,5.1968,NA,4.4857,5.3458,4.6477,4.9622,4.0792,NA,4.4371,5.3605,NA,NA,3.57,NA,4.8596,NA,5.1762,6.6153,NA,4.5631,NA,NA,NA,NA,NA,3.9903,NA,3.4639,NA,5.6578,6.5219,5.3722,NA,NA,NA,NA,3.4539,5.0833,NA,6.8187,2.5297,5.8223,NA,5.5527,NA,3.8646,4.6273,3.9411,NA,5.8595,6.6079,5.5899,4.2903,4.2264,3.3801,2.8818,NA,5.6513,5.3021,3.3718,NA,4.6374,6.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2432,NA,NA,NA,NA,NA,6.7737,6.7161,5.7232,NA,6.2919,3.6566,NA,NA,NA,NA,NA,NA,NA,5.4127,NA,NA,NA,NA,NA
"trifluoperazine",NA,5.2271,NA,5.9247,NA,NA,NA,NA,NA,NA,NA,NA,6.4815,NA,NA,NA,NA,NA,6.6532,5.7497,NA,NA,NA,NA,NA,6.8876,5.7154,7.7724,4.7034,NA,NA,4.9867,5.1944,5.7922,6.2375,5.9354,5.573,5.4693,5.4372,NA,NA,NA,6.3624,6.6425,NA,6.0285,6.4416,6.2363,NA,NA,6.0195,6.7049,5.7638,6.0179,6.5937,6.0979,5.7167,6.082,NA,NA,NA,6.397,3.6716,5.6676,5.9797,NA,6.8707,5.3769,5.9135,5.4935,NA,6.5713,5.7368,NA,NA,6.2699,6.099,6.1295,5.8208,NA,NA,NA,NA,NA,6.0376,NA,NA,NA,NA,6.3958,7.0222,NA,NA,NA,NA,NA,NA,NA,NA,6.2966,6.5229,5.9149,5.8683,6.4198,5.8952,NA,5.6444,NA,NA,6.1905,NA,NA,NA,NA,NA,NA,NA,NA,9.5188,NA,NA,NA,NA,NA,NA,NA,NA,6.5487,6.2742,6.472,NA,NA,6.1662,5.5357,NA,NA,NA,NA,NA,NA,6.4058,NA,6.3015,6.3741,5.3998,6.7864,6.3885,NA,NA,5.938,NA,NA,5.1587,NA,6.3389,NA,5.7601,6.0765,NA,5.3944,NA,NA,NA,NA,NA,5.7803,NA,NA,NA,5.8918,6.0841,5.3199,NA,NA,NA,NA,NA,6.5394,NA,6.4204,4.6818,5.5661,NA,6.3122,NA,NA,5.9788,5.8531,NA,6.9224,6.56,5.6064,NA,NA,5.0713,NA,NA,NA,5.7048,5.2895,NA,5.6666,5.9048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5328,NA,NA,NA,NA,NA,5.9749,6.2611,5.5185,NA,6.2042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRD2296",NA,7.0329,NA,6.8011,NA,NA,NA,NA,NA,NA,NA,NA,7.1663,NA,NA,NA,NA,NA,7.5318,6.7752,NA,NA,NA,NA,NA,6.407,6.7615,7.2701,6.3235,NA,NA,6.7848,7.172,6.5512,7.9067,8.0883,7.0113,5.7398,7.156,NA,NA,NA,6.7603,7.1159,NA,7.4294,6.832,6.5081,NA,NA,7.0316,6.8186,6.8785,6.5752,7.3245,7.2598,6.8441,6.9572,NA,NA,NA,7.1024,6.7942,6.8544,6.7973,NA,6.7873,6.77,6.8149,6.5186,NA,7.4152,7.4573,NA,NA,6.9953,6.7968,7.6581,6.5909,NA,NA,NA,NA,NA,7.155,NA,NA,NA,NA,6.8325,7.4142,NA,NA,NA,NA,NA,NA,NA,NA,7.0065,7.2964,6.9523,7.4784,6.7312,7.4831,NA,6.76,NA,NA,7.0756,NA,NA,NA,NA,NA,NA,NA,NA,7.2861,NA,NA,NA,NA,NA,NA,NA,NA,7.1788,7.1313,6.7066,NA,NA,7.3679,7.0899,NA,NA,NA,NA,NA,NA,6.5544,NA,7.1691,6.6996,7.0972,7.7571,6.8695,NA,NA,6.8295,NA,NA,6.7701,NA,7.4253,NA,6.8552,7.3489,NA,6.9189,NA,NA,NA,NA,NA,7.1416,NA,NA,NA,7.1151,7.0664,6.4783,NA,NA,NA,NA,NA,6.9317,NA,7.3482,6.4585,6.9461,NA,7.0597,NA,NA,6.9485,7.209,NA,7.1631,7.0261,6.8587,NA,NA,6.811,NA,NA,NA,6.4845,6.4466,NA,6.7737,6.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4315,NA,NA,NA,NA,NA,6.7459,6.918,6.9446,NA,6.6532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ML013",NA,6.0116,NA,5.897,NA,NA,6.0784,NA,NA,NA,NA,NA,5.6507,NA,NA,NA,8.5059,NA,7.4116,4.9883,NA,5.6877,NA,4.027,NA,6.7196,6.4898,4.5001,4.8144,6.7378,NA,6.2227,5.8642,6.2388,6.3563,6.8608,6.7416,6.6636,6.1572,NA,NA,NA,7.0858,7.4546,NA,6.1949,6.3973,6.4565,NA,NA,6.2586,6.5003,6.3502,6.9947,6.9028,6.9446,6.3662,5.4548,7.7346,NA,NA,6.6368,6.4457,6.6064,7.2491,NA,6.5612,7.0443,6.3853,6.8528,NA,7.2452,7.7128,NA,NA,6.0159,6.364,6.9678,6.9724,NA,6.2259,NA,NA,NA,6.6936,NA,NA,NA,NA,6.5462,7.7376,NA,7.688,NA,NA,NA,NA,NA,NA,6.8238,7.8852,6.133,6.4844,6.2637,6.5363,NA,5.4805,NA,NA,7.1992,NA,NA,NA,NA,NA,NA,NA,NA,5.5008,NA,NA,NA,NA,NA,NA,NA,NA,6.8288,6.3283,7.0677,NA,NA,7.4398,6.671,NA,NA,NA,6.5435,NA,NA,6.7624,NA,6.6549,5.9264,6.555,5.8213,5.5127,NA,7.3295,6.3187,NA,NA,6.5407,NA,5.9447,NA,6.8319,6.3691,NA,5.5805,NA,NA,NA,NA,NA,6.1403,NA,6.4168,NA,6.5387,7.0694,5.7318,NA,NA,NA,NA,6.2156,6.8638,NA,7.3306,5.4308,6.8002,NA,6.1796,NA,5.6425,6.1122,6.0684,NA,7.1611,6.965,5.8222,5.756,6.3692,6.1636,6.2636,NA,6.3827,6.6477,5.4841,NA,6.0232,6.0433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4113,NA,NA,NA,NA,NA,7.104,7.1949,5.751,NA,5.9428,7.956,NA,NA,NA,NA,NA,NA,NA,6.7712,NA,NA,NA,NA,NA
"tosedostat",NA,2.2328,NA,3.5773,NA,NA,1.6905,NA,NA,NA,NA,NA,2.6571,NA,NA,NA,3.8983,NA,1.6772,0.51117,NA,2.3736,NA,1.2111,NA,0.45094,0.12787,3.1866,0.33937,3.6719,NA,0.164,0.83149,0.63903,1.401,0.22818,1.3375,0.18869,0.21586,5.0682,NA,NA,3.3075,2.6605,NA,3.5824,3.4112,3.005,NA,NA,2.4568,4.7359,2.6986,6.7279,2.9921,3.2597,3.2891,4.1035,0.90387,NA,NA,3.2577,3.5123,2.5441,3.3156,NA,4.5174,2.2699,2.7606,2.1636,NA,2.402,1.9878,NA,NA,2.381,2.6879,3.3645,2.8602,NA,2.7601,NA,NA,NA,2.6084,NA,NA,NA,NA,2.6092,3.7349,NA,2.8807,NA,NA,NA,NA,NA,NA,2.9196,3.4802,4.2002,1.5687,1.6341,2.9925,NA,1.8984,NA,NA,2.8857,NA,NA,NA,NA,NA,NA,NA,NA,3.0212,NA,NA,NA,NA,NA,NA,NA,NA,2.4756,4.3422,1.1848,NA,NA,3.7547,2.1275,NA,NA,NA,0.69397,NA,NA,5.7096,NA,3.7173,4.129,4.9299,4.5607,3.0419,NA,5.9921,2.9652,NA,NA,2.6426,NA,1.995,NA,2.2866,6.7256,NA,4.7625,NA,NA,NA,NA,NA,4.6812,NA,2.9561,NA,2.566,1.3451,3.7072,NA,NA,NA,NA,3.251,1.8252,NA,2.4237,2.3509,1.7012,NA,3.8079,NA,4.1529,2.3114,2.7933,NA,6.004,3.9919,3.2664,1.4997,1.2955,1.6919,2.4803,NA,3.8071,3.7589,3.4545,NA,4.0959,3.5802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3765,NA,NA,NA,NA,NA,2.3661,5.3299,2.9323,NA,4.3097,1.8369,NA,NA,NA,NA,NA,NA,NA,2.0226,NA,NA,NA,NA,NA
